Respondent,Country,AgeGroup,EducationLevel
40833,United States of America,55-64 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
40835,India,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
40841,United Kingdom of Great Britain and Northern Ireland,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
40848,Italy,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40850,Netherlands,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
40852,France,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
40855,Canada,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40857,Canada,35-44 years old,"Associate degree (A.A., A.S., etc.)"
40860,Bangladesh,18-24 years old,Some college/university study without earning a degree
40864,United States of America,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
40866,Belgium,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40875,Bulgaria,35-44 years old,"Associate degree (A.A., A.S., etc.)"
40877,United Kingdom of Great Britain and Northern Ireland,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40879,France,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
40883,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40890,Bulgaria,55-64 years old,Some college/university study without earning a degree
40892,United Kingdom of Great Britain and Northern Ireland,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40895,Germany,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
40896,South Africa,25-34 years old,"Associate degree (A.A., A.S., etc.)"
40904,Romania,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40907,Canada,35-44 years old,Something else
40913,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40915,Italy,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
40919,India,25-34 years old,Some college/university study without earning a degree
40920,Finland,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
40921,Germany,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40924,Romania,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40926,United Kingdom of Great Britain and Northern Ireland,55-64 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
40929,Ukraine,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
40938,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40944,United States of America,45-54 years old,Some college/university study without earning a degree
40945,United States of America,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
40946,United States of America,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
40948,Netherlands,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40950,Netherlands,18-24 years old,Something else
40955,Ukraine,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40958,Germany,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
40965,Nigeria,Under 18 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
40966,Spain,45-54 years old,Some college/university study without earning a degree
40968,Mexico,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40974,Germany,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40982,United Kingdom of Great Britain and Northern Ireland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40983,Canada,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40989,Turkey,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40991,Germany,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40992,Thailand,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
40996,Norway,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
40999,Switzerland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41001,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41003,Turkey,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41005,France,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41008,Italy,45-54 years old,Some college/university study without earning a degree
41016,Canada,25-34 years old,Something else
41021,Kenya,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41022,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41023,United Kingdom of Great Britain and Northern Ireland,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41024,United States of America,55-64 years old,"Associate degree (A.A., A.S., etc.)"
41028,United States of America,55-64 years old,Some college/university study without earning a degree
41029,Portugal,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41037,Kazakhstan,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41038,Slovakia,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41040,Germany,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41042,Canada,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41043,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41048,France,45-54 years old,"Associate degree (A.A., A.S., etc.)"
41051,Netherlands,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41052,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41057,Portugal,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41061,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41063,Italy,25-34 years old,Primary/elementary school
41068,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41071,Mexico,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41080,Israel,25-34 years old,Some college/university study without earning a degree
41082,United States of America,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41093,Nigeria,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41094,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41095,Serbia,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41104,Brazil,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41108,"Congo, Republic of the...",25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41111,Nepal,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41116,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41118,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41123,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41124,Spain,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
41126,Russian Federation,Under 18 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41127,United States of America,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41129,United Kingdom of Great Britain and Northern Ireland,25-34 years old,Some college/university study without earning a degree
41135,Turkey,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41136,Germany,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41138,Brazil,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41141,Costa Rica,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41142,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41143,United States of America,45-54 years old,Some college/university study without earning a degree
41145,India,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41149,Colombia,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41150,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41159,Italy,25-34 years old,"Associate degree (A.A., A.S., etc.)"
41162,Belarus,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41165,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41172,Germany,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41173,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41177,Italy,35-44 years old,Some college/university study without earning a degree
41180,Ukraine,25-34 years old,Some college/university study without earning a degree
41185,United States of America,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41186,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41187,United States of America,18-24 years old,Some college/university study without earning a degree
41194,Norway,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41199,Argentina,45-54 years old,Some college/university study without earning a degree
41204,United States of America,35-44 years old,Some college/university study without earning a degree
41209,Canada,25-34 years old,"Associate degree (A.A., A.S., etc.)"
41218,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41224,India,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41227,Brazil,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41229,Spain,25-34 years old,"Associate degree (A.A., A.S., etc.)"
41232,United States of America,55-64 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
41233,Peru,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41234,Canada,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41238,India,25-34 years old,Some college/university study without earning a degree
41240,Canada,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41242,Norway,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41244,Sri Lanka,25-34 years old,Some college/university study without earning a degree
41246,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41250,Netherlands,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41252,Canada,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41253,Germany,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
41255,United States of America,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41257,United States of America,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41262,Spain,25-34 years old,Some college/university study without earning a degree
41265,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41274,Argentina,35-44 years old,Some college/university study without earning a degree
41281,Czech Republic,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41283,United States of America,25-34 years old,"Associate degree (A.A., A.S., etc.)"
41286,Argentina,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41288,Poland,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
41300,United States of America,25-34 years old,Some college/university study without earning a degree
41307,United States of America,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41308,Canada,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41312,Egypt,35-44 years old,Some college/university study without earning a degree
41315,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41320,United States of America,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41321,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41322,Canada,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41334,Italy,18-24 years old,Some college/university study without earning a degree
41337,United Kingdom of Great Britain and Northern Ireland,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41351,Mexico,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41355,United Arab Emirates,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41357,United States of America,55-64 years old,Some college/university study without earning a degree
41359,Germany,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41363,Canada,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41364,Slovakia,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41366,Germany,25-34 years old,Some college/university study without earning a degree
41367,United States of America,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41375,Ireland,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41378,Italy,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41379,United States of America,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41381,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41382,Uzbekistan,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41384,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41388,India,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41392,New Zealand,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41394,India,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41398,Brazil,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41399,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41401,United States of America,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41402,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41403,Canada,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41406,United Kingdom of Great Britain and Northern Ireland,35-44 years old,Something else
41413,Italy,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41414,Germany,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41420,Mexico,35-44 years old,Something else
41422,Israel,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41427,Germany,35-44 years old,Some college/university study without earning a degree
41429,India,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41430,United States of America,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41442,Trinidad and Tobago,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41444,United States of America,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41453,Italy,18-24 years old,Some college/university study without earning a degree
41454,Sri Lanka,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41456,United States of America,35-44 years old,Some college/university study without earning a degree
41463,Australia,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41475,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41476,Australia,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41479,Brazil,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41482,Mongolia,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41494,Canada,45-54 years old,Some college/university study without earning a degree
41501,United States of America,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41503,New Zealand,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41505,Indonesia,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41506,United States of America,35-44 years old,Some college/university study without earning a degree
41510,United Kingdom of Great Britain and Northern Ireland,18-24 years old,Some college/university study without earning a degree
41512,Argentina,25-34 years old,Some college/university study without earning a degree
41513,Hong Kong (S.A.R.),25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41516,Viet Nam,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41520,Nepal,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41526,United States of America,18-24 years old,Some college/university study without earning a degree
41528,Pakistan,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41531,United Kingdom of Great Britain and Northern Ireland,18-24 years old,Some college/university study without earning a degree
41532,Australia,35-44 years old,Some college/university study without earning a degree
41533,China,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41535,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41539,Cambodia,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41542,United States of America,35-44 years old,Some college/university study without earning a degree
41543,United States of America,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
41548,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41551,New Zealand,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41554,Viet Nam,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41557,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41558,United States of America,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41563,United States of America,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41564,Malaysia,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41570,Australia,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41571,Indonesia,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41578,Honduras,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41580,Canada,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41587,Bangladesh,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41588,Ukraine,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41589,Bangladesh,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41590,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41591,Brazil,18-24 years old,Some college/university study without earning a degree
41596,Bangladesh,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41597,Germany,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41600,Australia,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
41601,Germany,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41602,Bangladesh,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41603,Pakistan,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41604,Slovenia,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41605,Indonesia,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41613,Japan,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41614,Germany,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41615,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41618,Australia,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41619,Viet Nam,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41620,India,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41622,Indonesia,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41626,France,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41628,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41632,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41633,Uganda,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41635,Austria,18-24 years old,Some college/university study without earning a degree
41638,Austria,35-44 years old,Some college/university study without earning a degree
41640,Germany,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41643,Germany,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41647,Argentina,18-24 years old,Something else
41648,Austria,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41650,Estonia,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41654,United Arab Emirates,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41659,India,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41664,India,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41665,India,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41666,Netherlands,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41667,Kenya,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41668,Pakistan,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41670,Switzerland,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41672,Palestine,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41674,Malaysia,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41675,Germany,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41676,India,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41679,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41681,Romania,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41683,Austria,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41686,Slovakia,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41687,India,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41691,Germany,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41693,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41697,Australia,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41699,India,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
41706,Austria,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41707,Croatia,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41711,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41715,Viet Nam,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41717,Netherlands,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41721,Georgia,18-24 years old,Some college/university study without earning a degree
41725,India,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41730,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41731,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41736,Rwanda,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41739,Pakistan,25-34 years old,Some college/university study without earning a degree
41746,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41750,United Kingdom of Great Britain and Northern Ireland,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41751,France,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41752,Australia,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41753,Slovenia,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41760,Italy,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41765,India,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41769,Netherlands,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41773,United Kingdom of Great Britain and Northern Ireland,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41785,United Kingdom of Great Britain and Northern Ireland,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41800,Lithuania,18-24 years old,Some college/university study without earning a degree
41801,Denmark,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41805,United Kingdom of Great Britain and Northern Ireland,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41813,Spain,18-24 years old,Primary/elementary school
41816,Bosnia and Herzegovina,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41819,Italy,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41821,France,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41823,France,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41827,Italy,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41829,Netherlands,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41845,Greece,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
41848,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41849,France,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41854,United Kingdom of Great Britain and Northern Ireland,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41860,Philippines,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41861,United Kingdom of Great Britain and Northern Ireland,25-34 years old,Some college/university study without earning a degree
41862,Ireland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41867,Belgium,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41868,Netherlands,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41869,Poland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41880,Poland,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41888,Indonesia,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41890,Egypt,18-24 years old,Some college/university study without earning a degree
41892,United Kingdom of Great Britain and Northern Ireland,18-24 years old,Some college/university study without earning a degree
41894,Portugal,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41895,United Kingdom of Great Britain and Northern Ireland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41899,Spain,45-54 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
41912,Serbia,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
41917,Sweden,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41921,United Kingdom of Great Britain and Northern Ireland,25-34 years old,Some college/university study without earning a degree
41923,India,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41925,Republic of Moldova,35-44 years old,Something else
41932,United Kingdom of Great Britain and Northern Ireland,55-64 years old,Some college/university study without earning a degree
41936,France,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41939,Portugal,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41942,Sweden,35-44 years old,Some college/university study without earning a degree
41944,Sweden,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
41945,South Africa,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
